sucursal,producto,semana,cantidad,lag_1,lag_2,lag_4,lag_8,rolling_mean_4,rolling_mean_8,mes,semana_del_anio,trimestre
6,LORATADINA 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
6,LOSARTAN 50MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
6,METFORMINA 850MG,2024-03-17,0.0,1.0,0.0,0.0,1.0,0.5,0.75,3,11,1
6,NAPROXENO TABX550MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
6,PARACETAMOL 500MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
6,VITAMINA C+ZINC+D3,2024-03-17,2.0,2.0,0.0,1.0,2.0,1.0,1.125,3,11,1
7,AZITROMICINA 500MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
7,CETIRIZINA 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
7,ENALAPRIL 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.25,0.125,3,11,1
7,IBUPROFENO TABX800,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
7,LORATADINA 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
7,LOSARTAN 50MG,2024-03-17,1.0,0.0,1.0,0.0,0.0,0.25,0.125,3,11,1
7,METFORMINA 850MG,2024-03-17,1.0,0.0,0.0,0.0,0.0,0.0,0.125,3,11,1
7,NAPROXENO TABX550MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
7,PARACETAMOL 500MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
7,VITAMINA C+ZINC+D3,2024-03-17,3.0,0.0,0.0,0.0,0.0,0.0,0.125,3,11,1
8,AZITROMICINA 500MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
8,CETIRIZINA 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
8,ENALAPRIL 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
8,IBUPROFENO TABX800,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
8,LOPERAMIDA 2MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
8,LORATADINA 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
8,LOSARTAN 50MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
8,METFORMINA 850MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
8,NAPROXENO TABX550MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
8,PARACETAMOL 500MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
9,AZITROMICINA 500MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
9,CETIRIZINA 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
9,ENALAPRIL 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
9,IBUPROFENO TABX800,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
9,LORATADINA 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
9,LOSARTAN 50MG,2024-03-17,1.0,0.0,0.0,0.0,1.0,0.25,0.375,3,11,1
9,NAPROXENO TABX550MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
9,PARACETAMOL 500MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.25,0.125,3,11,1
9,VITAMINA C+ZINC+D3,2024-03-17,3.0,2.0,0.0,1.0,0.0,1.25,0.75,3,11,1
10,AZITROMICINA 500MG,2024-03-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
10,CETIRIZINA 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.25,0.125,3,11,1
10,ENALAPRIL 10MG,2024-03-17,1.0,1.0,1.0,0.0,0.0,0.75,0.5,3,11,1
10,IBUPROFENO TABX800,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
10,LORATADINA 10MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,11,1
10,LOSARTAN 50MG,2024-03-17,0.0,1.0,0.0,0.0,0.0,0.25,0.625,3,11,1
10,METFORMINA 850MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
10,NAPROXENO TABX550MG,2024-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,1
10,PARACETAMOL 500MG,2024-03-17,0.0,0.0,1.0,0.0,0.0,0.25,0.25,3,11,1
10,VITAMINA C+ZINC+D3,2024-03-17,0.0,0.0,0.0,3.0,1.0,0.75,0.875,3,11,1
1,AZITROMICINA 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
1,CETIRIZINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,2.0,0.0,0.25,3,12,1
1,DIMENHIDRINATO 50MG,2024-03-24,0.0,0.0,0.0,0.0,2.0,0.0,0.25,3,12,1
1,ENALAPRIL 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3,12,1
1,IBUPROFENO TABX800,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
1,LOPERAMIDA 2MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
1,LORATADINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
1,LOSARTAN 50MG,2024-03-24,0.0,0.0,1.0,1.0,1.0,0.5,1.125,3,12,1
1,METFORMINA 850MG,2024-03-24,1.0,0.0,0.0,0.0,1.0,0.0,0.375,3,12,1
1,NAPROXENO TABX550MG,2024-03-24,0.0,0.0,0.0,0.0,1.0,0.0,0.25,3,12,1
1,PARACETAMOL 500MG,2024-03-24,0.0,0.0,1.0,0.0,0.0,0.25,0.5,3,12,1
1,VITAMINA C+ZINC+D3,2024-03-24,3.0,2.0,2.0,2.0,2.0,1.75,1.625,3,12,1
2,AZITROMICINA 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
2,CETIRIZINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
2,ENALAPRIL 10MG,2024-03-24,0.0,0.0,1.0,0.0,0.0,0.25,0.25,3,12,1
2,IBUPROFENO TABX800,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
2,LORATADINA 10MG,2024-03-24,0.0,0.0,1.0,0.0,0.0,0.25,0.125,3,12,1
2,LOSARTAN 50MG,2024-03-24,0.0,0.0,1.0,0.0,0.0,0.25,0.375,3,12,1
2,METFORMINA 850MG,2024-03-24,1.0,0.0,1.0,0.0,1.0,0.25,0.375,3,12,1
2,NAPROXENO TABX550MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
2,PARACETAMOL 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
2,VITAMINA C+ZINC+D3,2024-03-24,5.0,4.0,3.0,1.0,4.0,2.25,2.0,3,12,1
3,AZITROMICINA 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
3,CETIRIZINA 10MG,2024-03-24,0.0,0.0,0.0,1.0,0.0,0.25,0.125,3,12,1
3,DIMENHIDRINATO 50MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
3,ENALAPRIL 10MG,2024-03-24,1.0,0.0,1.0,0.0,0.0,0.25,0.125,3,12,1
3,IBUPROFENO TABX800,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
3,LOPERAMIDA 2MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
3,LORATADINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
3,LOSARTAN 50MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,12,1
3,METFORMINA 850MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
3,NAPROXENO TABX550MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
3,PARACETAMOL 500MG,2024-03-24,0.0,0.0,0.0,1.0,0.0,0.25,0.125,3,12,1
3,VITAMINA C+ZINC+D3,2024-03-24,0.0,3.0,1.0,1.0,0.0,1.5,1.0,3,12,1
4,AZITROMICINA 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
4,CETIRIZINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,1.0,0.0,0.125,3,12,1
4,DIMENHIDRINATO 50MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.25,0.125,3,12,1
4,ENALAPRIL 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3,12,1
4,IBUPROFENO TABX800,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
4,LOPERAMIDA 2MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
4,LORATADINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
4,LOSARTAN 50MG,2024-03-24,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3,12,1
4,NAPROXENO TABX550MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
4,PARACETAMOL 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,12,1
4,VITAMINA C+ZINC+D3,2024-03-24,1.0,6.0,7.0,3.0,0.0,6.5,4.75,3,12,1
5,AZITROMICINA 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
5,CETIRIZINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,12,1
5,DIMENHIDRINATO 50MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3,12,1
5,ENALAPRIL 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
5,IBUPROFENO TABX800,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
5,LORATADINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
5,LOSARTAN 50MG,2024-03-24,0.0,0.0,0.0,0.0,1.0,0.0,0.125,3,12,1
5,METFORMINA 850MG,2024-03-24,0.0,0.0,0.0,0.0,1.0,0.25,0.375,3,12,1
5,NAPROXENO TABX550MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
5,PARACETAMOL 500MG,2024-03-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
5,VITAMINA C+ZINC+D3,2024-03-24,1.0,5.0,2.0,2.0,3.0,3.5,2.75,3,12,1
6,AZITROMICINA 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
6,CETIRIZINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
6,DIMENHIDRINATO 50MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
6,ENALAPRIL 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
6,IBUPROFENO TABX800,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
6,LOPERAMIDA 2MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
6,LORATADINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
6,LOSARTAN 50MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
6,METFORMINA 850MG,2024-03-24,0.0,0.0,1.0,1.0,1.0,0.5,0.625,3,12,1
6,NAPROXENO TABX550MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
6,PARACETAMOL 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
6,VITAMINA C+ZINC+D3,2024-03-24,0.0,2.0,2.0,1.0,0.0,1.25,1.125,3,12,1
7,AZITROMICINA 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
7,CETIRIZINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
7,DIMENHIDRINATO 50MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
7,ENALAPRIL 10MG,2024-03-24,0.0,0.0,0.0,1.0,0.0,0.25,0.125,3,12,1
7,IBUPROFENO TABX800,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
7,LORATADINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
7,LOSARTAN 50MG,2024-03-24,0.0,1.0,0.0,0.0,0.0,0.5,0.25,3,12,1
7,METFORMINA 850MG,2024-03-24,0.0,1.0,0.0,0.0,0.0,0.25,0.25,3,12,1
7,NAPROXENO TABX550MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
7,PARACETAMOL 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
7,VITAMINA C+ZINC+D3,2024-03-24,3.0,3.0,0.0,0.0,0.0,0.75,0.5,3,12,1
8,AZITROMICINA 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
8,CETIRIZINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
8,DIMENHIDRINATO 50MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
8,ENALAPRIL 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
8,IBUPROFENO TABX800,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
8,LOPERAMIDA 2MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
8,LORATADINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
8,LOSARTAN 50MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
8,METFORMINA 850MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
8,NAPROXENO TABX550MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
8,PARACETAMOL 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
9,AZITROMICINA 500MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
9,CETIRIZINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
9,ENALAPRIL 10MG,2024-03-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
9,IBUPROFENO TABX800,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
9,LORATADINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
9,LOSARTAN 50MG,2024-03-24,0.0,1.0,0.0,1.0,0.0,0.5,0.375,3,12,1
9,METFORMINA 850MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
9,NAPROXENO TABX550MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
9,PARACETAMOL 500MG,2024-03-24,0.0,0.0,0.0,1.0,0.0,0.25,0.125,3,12,1
9,VITAMINA C+ZINC+D3,2024-03-24,0.0,3.0,2.0,2.0,1.0,1.75,1.125,3,12,1
10,AZITROMICINA 500MG,2024-03-24,0.0,1.0,0.0,0.0,0.0,0.25,0.125,3,12,1
10,CETIRIZINA 10MG,2024-03-24,0.0,0.0,0.0,1.0,0.0,0.25,0.125,3,12,1
10,ENALAPRIL 10MG,2024-03-24,0.0,1.0,1.0,1.0,0.0,1.0,0.625,3,12,1
10,IBUPROFENO TABX800,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
10,LORATADINA 10MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,12,1
10,LOSARTAN 50MG,2024-03-24,0.0,0.0,1.0,0.0,3.0,0.25,0.625,3,12,1
10,METFORMINA 850MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
10,NAPROXENO TABX550MG,2024-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,1
10,PARACETAMOL 500MG,2024-03-24,1.0,0.0,0.0,0.0,0.0,0.25,0.25,3,12,1
10,VITAMINA C+ZINC+D3,2024-03-24,1.0,0.0,0.0,0.0,2.0,0.0,0.75,3,12,1
1,AZITROMICINA 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
1,CETIRIZINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
1,DIMENHIDRINATO 50MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
1,ENALAPRIL 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3,13,1
1,IBUPROFENO TABX800,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
1,LOPERAMIDA 2MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
1,LORATADINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
1,LOSARTAN 50MG,2024-03-31,0.0,0.0,0.0,0.0,5.0,0.25,1.0,3,13,1
1,METFORMINA 850MG,2024-03-31,0.0,1.0,0.0,0.0,0.0,0.25,0.375,3,13,1
1,NAPROXENO TABX550MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,13,1
1,PARACETAMOL 500MG,2024-03-31,0.0,0.0,0.0,0.0,1.0,0.25,0.5,3,13,1
1,VITAMINA C+ZINC+D3,2024-03-31,0.0,3.0,2.0,1.0,2.0,2.0,1.75,3,13,1
2,AZITROMICINA 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
2,CETIRIZINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
2,DIMENHIDRINATO 50MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
2,ENALAPRIL 10MG,2024-03-31,0.0,0.0,0.0,0.0,1.0,0.25,0.25,3,13,1
2,IBUPROFENO TABX800,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
2,LORATADINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.25,0.125,3,13,1
2,LOSARTAN 50MG,2024-03-31,0.0,0.0,0.0,0.0,1.0,0.25,0.375,3,13,1
2,METFORMINA 850MG,2024-03-31,1.0,1.0,0.0,0.0,0.0,0.5,0.375,3,13,1
2,NAPROXENO TABX550MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
2,PARACETAMOL 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
2,VITAMINA C+ZINC+D3,2024-03-31,2.0,5.0,4.0,1.0,2.0,3.25,2.125,3,13,1
3,AZITROMICINA 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
3,CETIRIZINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,13,1
3,DIMENHIDRINATO 50MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
3,ENALAPRIL 10MG,2024-03-31,0.0,1.0,0.0,0.0,0.0,0.5,0.25,3,13,1
3,IBUPROFENO TABX800,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
3,LOPERAMIDA 2MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
3,LORATADINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
3,LOSARTAN 50MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,13,1
3,METFORMINA 850MG,2024-03-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
3,NAPROXENO TABX550MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
3,PARACETAMOL 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,13,1
3,VITAMINA C+ZINC+D3,2024-03-31,3.0,0.0,3.0,1.0,0.0,1.25,1.0,3,13,1
4,AZITROMICINA 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
4,CETIRIZINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
4,DIMENHIDRINATO 50MG,2024-03-31,0.0,0.0,0.0,1.0,0.0,0.25,0.125,3,13,1
4,ENALAPRIL 10MG,2024-03-31,0.0,0.0,0.0,0.0,2.0,0.0,0.25,3,13,1
4,IBUPROFENO TABX800,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
4,LOPERAMIDA 2MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
4,LORATADINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
4,LOSARTAN 50MG,2024-03-31,0.0,1.0,1.0,1.0,0.0,0.75,1.0,3,13,1
4,NAPROXENO TABX550MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
4,PARACETAMOL 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,13,1
4,VITAMINA C+ZINC+D3,2024-03-31,5.0,1.0,6.0,10.0,1.0,6.0,4.875,3,13,1
5,AZITROMICINA 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
5,CETIRIZINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,13,1
5,DIMENHIDRINATO 50MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3,13,1
5,ENALAPRIL 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
5,IBUPROFENO TABX800,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
5,LORATADINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
5,LOSARTAN 50MG,2024-03-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
5,METFORMINA 850MG,2024-03-31,0.0,0.0,0.0,1.0,0.0,0.25,0.25,3,13,1
5,NAPROXENO TABX550MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
5,PARACETAMOL 500MG,2024-03-31,0.0,1.0,0.0,0.0,0.0,0.25,0.125,3,13,1
5,VITAMINA C+ZINC+D3,2024-03-31,5.0,1.0,5.0,5.0,2.0,3.25,2.5,3,13,1
6,AZITROMICINA 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
6,CETIRIZINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
6,DIMENHIDRINATO 50MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
6,ENALAPRIL 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
6,IBUPROFENO TABX800,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
6,LOPERAMIDA 2MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
6,LORATADINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
6,LOSARTAN 50MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
6,METFORMINA 850MG,2024-03-31,0.0,0.0,0.0,0.0,2.0,0.25,0.5,3,13,1
6,NAPROXENO TABX550MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
6,PARACETAMOL 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
6,VITAMINA C+ZINC+D3,2024-03-31,1.0,0.0,2.0,0.0,2.0,1.0,1.125,3,13,1
7,AZITROMICINA 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
7,CETIRIZINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
7,DIMENHIDRINATO 50MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
7,ENALAPRIL 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.125,3,13,1
7,IBUPROFENO TABX800,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
7,LORATADINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
7,LOSARTAN 50MG,2024-03-31,0.0,0.0,1.0,1.0,0.0,0.5,0.25,3,13,1
7,METFORMINA 850MG,2024-03-31,0.0,0.0,1.0,0.0,1.0,0.25,0.25,3,13,1
7,NAPROXENO TABX550MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
7,PARACETAMOL 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
7,VITAMINA C+ZINC+D3,2024-03-31,3.0,3.0,3.0,0.0,1.0,1.5,0.875,3,13,1
8,AZITROMICINA 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,CETIRIZINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,DIMENHIDRINATO 50MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,ENALAPRIL 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,IBUPROFENO TABX800,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,LOPERAMIDA 2MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,LORATADINA 10MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,LOSARTAN 50MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,METFORMINA 850MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,NAPROXENO TABX550MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,PARACETAMOL 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
8,VITAMINA C+ZINC+D3,2024-03-31,0.0,1.0,0.0,0.0,1.0,0.5,0.375,3,13,1
9,AZITROMICINA 500MG,2024-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,1
